Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
461,Text,1996-03-01,The Quest of the Golden Girl: A Romance,en,"Le Gallienne, Richard, 1866-1947",Love stories; Man-woman relationships -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
462,Text,2006-03-15,"The Errand Boy; Or, How Phil Brent Won Success",en,"Alger, Horatio, Jr., 1832-1899",Orphans -- Juvenile fiction; Conduct of life -- Juvenile fiction; Fathers and sons -- Juvenile fiction; Inheritance and succession -- Juvenile fiction; Youth -- Conduct of life -- Juvenile fiction; Diligence -- Juvenile fiction; Success -- Juvenile fiction; Self-reliance -- Juvenile fiction; Stepmothers -- Juvenile fiction; New York (N.Y.) -- History -- 1865-1898 -- Juvenile fiction; Street life -- Juvenile fiction; Impostors and imposture -- Juvenile fiction,PZ; PS,Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: Fiction
463,Text,1996-03-01,The Red Badge of Courage: An Episode of the American Civil War,en,"Crane, Stephen, 1871-1900","Historical fiction; War stories; United States -- History -- Civil War, 1861-1865 -- Fiction; Virginia -- History -- Civil War, 1861-1865 -- Fiction; Chancellorsville, Battle of, Chancellorsville, Va., 1863 -- Fiction",PS,"US Civil War; Historical Fiction; Bestsellers, American, 1895-1923; Browsing: History - American; Browsing: History - Warfare; Browsing: Literature; Browsing: Fiction"
464,Text,1996-03-01,"In the South Seas
Being an Account of Experiences and Observations in the Marquesas, Paumotus and Gilbert Islands in the Course of Two Cruises on the Yacht ""Casco"" (1888) and the Schooner ""Equator"" (1889)",en,"Stevenson, Robert Louis, 1850-1894",Oceania -- Description and travel; Polynesia -- Description and travel,PR,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Travel & Geography
465,Text,1996-03-01,The Mountains,en,"White, Stewart Edward, 1873-1946",California -- Description and travel; Outdoor life,PS,Browsing: Culture/Civilization/Society; Browsing: Travel & Geography
466,Text,1996-03-01,The Gaming Table: Its Votaries and Victims. Volume 1 (of 2),en,"Steinmetz, Andrew, 1816-1877",Gambling,GV; HV,Browsing: Culture/Civilization/Society; Browsing: Other
467,Text,1996-03-01,The Princess of Cleves,en,"La Fayette, Madame de (Marie-Madeleine Pioche de La Vergne), 1634-1693",Historical fiction; Psychological fiction; Love stories; Married women -- Fiction; Nobility -- Fiction; France -- History -- 16th century -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Fiction
468,Text,1996-03-01,Manon Lescaut,en,"Prévost, abbé, 1697-1763","Adventure stories; Man-woman relationships -- Fiction; Lescaut, Manon, 1689-1721 -- Fiction",PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
469,Text,2004-09-19,The Duchesse of Langeais,en,"Balzac, Honoré de, 1799-1850; Marriage, Ellen, 1865-1946 [Translator]",France -- Social life and customs -- 19th century -- Fiction; French fiction -- Translations into English,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
470,Text,1996-03-01,Heretics,en,"Chesterton, G. K. (Gilbert Keith), 1874-1936","Apologetics; Chesterton, G. K. (Gilbert Keith), 1874-1936",PR,Christianity; Browsing: Literature; Browsing: Religion/Spirituality/Paranormal
471,Text,2006-01-16,The Bride of Lammermoor,en,"Scott, Walter, 1771-1832",Historical fiction; Psychological fiction; Love stories; Scotland -- Fiction; Women murderers -- Fiction; Arranged marriage -- Fiction,PR,Opera; Historical Fiction; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
472,Text,1996-03-01,The House Behind the Cedars,en,"Chesnutt, Charles W. (Charles Waddell), 1858-1932",Didactic fiction; Psychological fiction; Domestic fiction; African Americans -- Fiction; Southern States -- Fiction; Passing (Identity) -- Fiction; African American women -- Fiction; Racism -- Fiction; Racially mixed people -- Fiction,PS,African American Writers; Browsing: Culture/Civilization/Society; Browsing: Gender & Sexuality Studies; Browsing: Literature; Browsing: Fiction
473,Text,1996-03-01,Stories to Tell to Children,en,"Bryant, Sara Cone, 1873-1956",Storytelling; Children's stories,LB,Browsing: Children & Young Adult Reading; Browsing: Teaching & Education
474,Text,2005-02-18,"How to Tell Stories to Children, and Some Stories to Tell",en,"Bryant, Sara Cone, 1873-1956",Storytelling; Children's stories,LB,Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Teaching & Education
475,Text,1996-03-01,"In Darkest England, and the Way Out",en,"Booth, William, 1829-1912",Unemployed -- Great Britain; Salvation Army; Poor -- Great Britain; Agricultural colonies,HV,Browsing: Culture/Civilization/Society; Browsing: History - British; Browsing: Sociology
476,Text,1996-03-01,"James Nasmyth, Engineer: An Autobiography",en,"Nasmyth, James, 1808-1890; Smiles, Samuel, 1812-1904 [Editor]","Engineers -- Great Britain -- Biography; Nasmyth, James, 1808-1890",TJ,Browsing: Biographies; Browsing: Engineering & Construction
477,Text,1996-03-01,Criminal Sociology,en,"Ferri, Enrico, 1856-1929",Criminals; Crime; Criminal anthropology; Punishment,HV,Crime Nonfiction; Browsing: Crime/Mystery; Browsing: Sociology
478,Text,1996-03-01,The Cost,en,"Phillips, David Graham, 1867-1911",Domestic fiction; Man-woman relationships -- Fiction,PS,Browsing: Literature; Browsing: Fiction
479,Text,2006-01-16,Little Lord Fauntleroy,en,"Burnett, Frances Hodgson, 1849-1924",Conduct of life -- Juvenile fiction; Children -- Conduct of life -- Juvenile fiction; Family -- Juvenile fiction; England -- Juvenile fiction; Grandparent and child -- Juvenile fiction; Inheritance and succession -- Juvenile fiction; Grandfathers -- Juvenile fiction; Wealth -- Juvenile fiction; Altruism -- Juvenile fiction; Mother and child -- Juvenile fiction,PZ,Children's Literature; Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
480,Text,1996-03-01,"""Undo"": A Novel",en,"Hutsko, Joe, 1963-",Didactic fiction; Computer industry -- California -- Santa Clara County -- Fiction,PS,Browsing: Computers & Technology; Browsing: Literature; Browsing: Fiction
481,Text,1996-04-01,In the Bishop's Carriage,en,"Michelson, Miriam, 1870-1942",Detective and mystery stories; Adventure stories; Crime -- Fiction; Theft -- Fiction,PS,"Bestsellers, American, 1895-1923; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction"
482,Text,1996-04-01,The Woodlanders,en,"Hardy, Thomas, 1840-1928",Psychological fiction; Love stories; Triangles (Interpersonal relations) -- Fiction; Pastoral fiction; Social classes -- Fiction; Forests and forestry -- Fiction; Arranged marriage -- Fiction; Dorset (England) -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
483,Text,1996-04-01,The Conquest of Canaan,en,"Tarkington, Booth, 1869-1946",City and town life -- Fiction; Indiana -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
484,Text,1996-04-01,"Poor and Proud; Or, The Fortunes of Katy Redburn: A Story for Young Folks",en,"Optic, Oliver, 1822-1897",Poor -- Juvenile fiction; Conduct of life -- Juvenile fiction,PZ,Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: Fiction
485,Text,1996-04-01,The Road to Oz,en,"Baum, L. Frank (Lyman Frank), 1856-1919","Oz (Imaginary place) -- Juvenile fiction; Fantasy literature; Voyages and travels -- Juvenile fiction; Uncles -- Juvenile fiction; Magic -- Juvenile fiction; Kings and rulers -- Juvenile fiction; Farms -- Juvenile fiction; Good and evil -- Juvenile fiction; Animals, Mythical -- Juvenile fiction; Gale, Dorothy (Fictitious character) -- Juvenile fiction; Princess Ozma (Fictitious character) -- Juvenile fiction",PZ,Children's Literature; Fantasy; Browsing: Children & Young Adult Reading; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
486,Text,1996-04-01,"Ozma of Oz
A Record of Her Adventures with Dorothy Gale of Kansas, the Yellow Hen, the Scarecrow, the Tin Woodman, Tiktok, the Cowardly Lion, and the Hungry Tiger; Besides Other Good People too Numerous to Mention Faithfully Recorded Herein",en,"Baum, L. Frank (Lyman Frank), 1856-1919","Oz (Imaginary place) -- Juvenile fiction; Fantasy literature; Vacations -- Juvenile fiction; Voyages and travels -- Juvenile fiction; Uncles -- Juvenile fiction; Magic -- Juvenile fiction; Physicians -- Juvenile fiction; Kings and rulers -- Juvenile fiction; Steamboats -- Juvenile fiction; Hens -- Juvenile fiction; Gale, Dorothy (Fictitious character) -- Juvenile fiction; Princess Ozma (Fictitious character) -- Juvenile fiction; Cowardly Lion (Fictitious character) -- Juvenile fiction; Scarecrow (Fictitious character from Baum) -- Juvenile fiction; Tin Woodman (Fictitious character) -- Juvenile fiction",PZ,Children's Literature; Fantasy; Browsing: Children & Young Adult Reading; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
487,Text,1996-04-01,"Songs of Travel, and Other Verses",en,"Stevenson, Robert Louis, 1850-1894; Colvin, Sidney, 1845-1927 [Editor]",Poetry; Voyages and travels -- Poetry,PR,Browsing: Literature; Browsing: Poetry; Browsing: Travel & Geography
488,Text,1996-04-01,She Stands Accused,en,"MacClure, Victor, 1887-1963",Female offenders -- Biography; Criminals -- Biography,HV,Browsing: Biographies; Browsing: Law & Criminology; Browsing: Sociology
489,Text,1996-04-01,One Basket,en,"Ferber, Edna, 1885-1968",Short stories; United States -- Social life and customs -- 20th century -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
490,Text,1996-04-01,Life and Adventures of Calamity Jane,en,"Calamity Jane, 1856-1903","Calamity Jane, 1852-1903; Women -- West (U.S.) -- Biography; Cowgirls -- West (U.S.) -- Biography; Missouri -- History",F590.3,Browsing: Biographies; Browsing: History - American; Browsing: Travel & Geography
491,Text,1996-04-01,Rezanov,en,"Atherton, Gertrude Franklin Horn, 1857-1948","Rezanov, Nikolai Petrovich, 1764-1807 -- Fiction; California -- History -- Fiction",PS,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Fiction
492,Text,1996-04-01,Essays in the Art of Writing,en,"Stevenson, Robert Louis, 1850-1894","Literature -- History and criticism; Authorship; Stevenson, Robert Louis, 1850-1894 -- Authorship",PR,Browsing: Journalism/Media/Writing; Browsing: Literature
493,Text,2006-01-09,Falk: A Reminiscence,en,"Conrad, Joseph, 1857-1924",Man-woman relationships -- Fiction; Seafaring life -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
494,Text,2006-01-09,To-morrow,en,"Conrad, Joseph, 1857-1924",Ship captains -- Fiction; Man-woman relationships -- Fiction,PR,Browsing: Literature; Browsing: Fiction
495,Text,2006-01-09,Amy Foster,en,"Conrad, Joseph, 1857-1924",Man-woman relationships -- Fiction,PR,Browsing: Gender & Sexuality Studies; Browsing: Literature; Browsing: Fiction
496,Text,2006-01-16,The Little Lame Prince,en,"Craik, Dinah Maria Mulock, 1826-1887",Children's literature; Fairy tales; Princes -- Juvenile fiction; People with disabilities -- Juvenile fiction,PZ,Children's Literature; Browsing: Children & Young Adult Reading
497,Text,1996-04-01,Tracks of a Rolling Stone,en,"Coke, Henry J. (Henry John), 1827-1916","Coke, Henry J. (Henry John), 1827-1916; West (U.S.) -- Description and travel",PR,Browsing: Biographies; Browsing: Language & Communication; Browsing: Literature; Browsing: Travel & Geography
498,Text,1996-04-01,Rebecca of Sunnybrook Farm,en,"Wiggin, Kate Douglas Smith, 1856-1923",Girls -- Juvenile fiction; Aunts -- Juvenile fiction; New England -- Juvenile fiction,PZ; PS,"Children's Literature; Bestsellers, American, 1895-1923; Browsing: Children & Young Adult Reading; Browsing: Literature"
499,Text,1996-04-01,"Tom Swift in the Land of Wonders; Or, The Underground Search for the Idol of Gold",en,"Appleton, Victor","Adventure and adventurers -- Juvenile fiction; Swift, Tom (Fictitious character) -- Juvenile fiction; Extinct cities -- Juvenile fiction; Honduras -- Juvenile fiction",PZ,Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: Fiction
500,Text,2006-01-12,The Adventures of Pinocchio,en,"Collodi, Carlo, 1826-1890; Della Chiesa, Carol, 1887-1972 [Translator]",Fairy tales; Puppets -- Juvenile fiction; Pinocchio (Fictitious character) -- Juvenile fiction,PQ; PZ,Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
501,Text,1996-04-01,The Story of Doctor Dolittle,en,"Lofting, Hugh, 1886-1947; Walpole, Hugh, 1884-1941 [Author of introduction, etc.]",Fantasy literature; Animals -- Juvenile fiction; Human-animal communication -- Juvenile fiction,PZ,Children's Literature; Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
502,Text,1996-04-01,Desert Gold,en,"Grey, Zane, 1872-1939",Western stories; American fiction -- 20th century,PS,Western; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
503,Text,2005-10-21,The Blue Fairy Book,en,"Lang, Andrew, 1844-1912",Fairy tales; Folklore,PZ,Children's Literature; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Literature
504,Text,1996-04-01,The Fifth String,en,"Sousa, John Philip, 1854-1932",Love stories; Violinists -- Fiction,PS,Browsing: Literature; Browsing: Fiction
505,Text,1996-04-01,History of the Warfare of Science with Theology in Christendom,en,"White, Andrew Dickson, 1832-1918",Religion and science -- History,BL,Browsing: History - General; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
506,Text,2006-03-18,The Shuttle,en,"Burnett, Frances Hodgson, 1849-1924",Sisters -- Fiction; Children of the rich -- Fiction; Americans -- England -- Fiction; Marriage -- Fiction,PS,"Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction"
507,Text,2006-01-21,Adam Bede,en,"Eliot, George, 1819-1880",Didactic fiction; England -- Fiction; Love stories; Triangles (Interpersonal relations) -- Fiction; Illegitimate children -- Fiction; Women clergy -- Fiction; Infanticide -- Fiction; Carpenters -- Fiction,PR,Historical Fiction; Banned Books from Anne Haight's list; Browsing: History - British; Browsing: Literature; Browsing: Fiction
508,Text,1996-04-01,Twice-Told Tales,en,"Hawthorne, Nathaniel, 1804-1864","Short stories; New England -- Social life and customs -- Fiction; Historical fiction, American",PS,Children's Literature; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
509,Text,2008-05-24,The Purcell Papers — Volume 1,en,"Le Fanu, Joseph Sheridan, 1814-1873","Fantasy fiction, English; Ireland -- Fiction",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
510,Text,2008-05-24,The Purcell Papers — Volume 2,en,"Le Fanu, Joseph Sheridan, 1814-1873","Fantasy fiction, English; Ireland -- Fiction",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
511,Text,2008-05-24,The Purcell Papers — Volume 3,en,"Le Fanu, Joseph Sheridan, 1814-1873","Fantasy fiction, English; Ireland -- Fiction",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
512,Text,1996-04-01,Mosses from an old manse,en,"Hawthorne, Nathaniel, 1804-1864","Short stories, American; New England -- Social life and customs -- Fiction",PS,Gothic Fiction; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
513,Text,1996-05-01,"The snow-image, and other twice-told tales",en,"Hawthorne, Nathaniel, 1804-1864","Short stories, American; New England -- Social life and customs -- Fiction; Historical fiction, American",PS,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Literature; Browsing: Fiction
514,Text,1996-05-01,Little Women,en,"Alcott, Louisa May, 1832-1888",Autobiographical fiction; Young women -- Fiction; Sisters -- Fiction; Domestic fiction; Family life -- New England -- Fiction; New England -- Fiction; Bildungsromans; Mothers and daughters -- Fiction; March family (Fictitious characters) -- Fiction,PS,Children's Literature; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
515,Text,1996-05-01,Margret Howth: A Story of To-day,en,"Davis, Rebecca Harding, 1831-1910",Fiction,PS,Browsing: Literature; Browsing: Fiction
516,Text,1996-05-01,The Silverado Squatters,en,"Stevenson, Robert Louis, 1850-1894; Strong, J. D. (Joseph Dwight), 1853-1899 [Illustrator]","California -- Description and travel; Stevenson, Robert Louis, 1850-1894 -- Travel -- California; Calistoga (Calif.) -- Description and travel; Napa Valley (Calif.) -- Description and travel",F850.5,Browsing: History - American; Browsing: Travel & Geography
517,Text,1996-05-01,The Emerald City of Oz,en,"Baum, L. Frank (Lyman Frank), 1856-1919","Oz (Imaginary place) -- Juvenile fiction; Fantasy literature; Voyages and travels -- Juvenile fiction; Uncles -- Juvenile fiction; Magic -- Juvenile fiction; Aunts -- Juvenile fiction; Kings and rulers -- Juvenile fiction; Battles -- Juvenile fiction; Good and evil -- Juvenile fiction; Animals, Mythical -- Juvenile fiction; Gale, Dorothy (Fictitious character) -- Juvenile fiction; Princess Ozma (Fictitious character) -- Juvenile fiction",PZ,Children's Literature; Fantasy; Browsing: Children & Young Adult Reading; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
518,Text,1996-05-01,"The Enchanted Island of Yew
Whereon Prince Marvel Encountered the High Ki of Twi and Other Surprising People",en,"Baum, L. Frank (Lyman Frank), 1856-1919",Fantasy fiction; Twins -- Juvenile fiction; Friendship -- Juvenile fiction; Fairies -- Juvenile fiction; Dragons -- Juvenile fiction; Adventure and adventurers -- Juvenile fiction; Princes -- Juvenile fiction; Brigands and robbers -- Juvenile fiction; Knights and knighthood -- Juvenile fiction; Good and evil -- Juvenile fiction; Magicians -- Juvenile fiction; Boredom -- Juvenile fiction,PZ,Children's Literature; Fantasy; Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
519,Text,1996-05-01,A Kidnapped Santa Claus,en,"Baum, L. Frank (Lyman Frank), 1856-1919",Fantasy literature; Christmas stories; Santa Claus -- Juvenile fiction,PZ,Children's Literature; Christmas; Browsing: Children & Young Adult Reading; Browsing: Fiction
520,Text,1996-05-01,The Life and Adventures of Santa Claus,en,"Baum, L. Frank (Lyman Frank), 1856-1919",Christmas stories; Santa Claus -- Juvenile fiction,PZ,Children's Literature; Christmas; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Fiction
521,Text,1996-05-01,The Life and Adventures of Robinson Crusoe,en,"Defoe, Daniel, 1661?-1731","Shipwreck survival -- Fiction; Islands -- Fiction; Crusoe, Robinson (Fictitious character) -- Fiction; Atlantic Ocean -- Fiction; Adventure stories; Castaways -- Fiction",PR,Browsing: Literature; Browsing: Fiction
522,Text,1996-05-01,The Chinese Boy and Girl,en,"Headland, Isaac Taylor, 1859-1942",Folklore -- China; Children -- China,DS,Browsing: Culture/Civilization/Society; Browsing: History - General
523,Text,1996-05-01,"Court Life in China: The Capital, Its Officials and People",en,"Headland, Isaac Taylor, 1859-1942","Cixi, Empress dowager of China, 1835-1908; Empresses -- China -- Biography; Women -- China; China -- Court and courtiers",DS,Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: History - General
524,Text,2006-03-18,Ann Veronica: A Modern Love Story,en,"Wells, H. G. (Herbert George), 1866-1946",Feminism -- Fiction; Love stories; Sex role -- Fiction; Great Britain -- Social conditions -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Gender & Sexuality Studies; Browsing: Fiction
525,Text,2006-01-09,"Youth, a Narrative",en,"Conrad, Joseph, 1857-1924",Fiction; Sea stories; Adventure stories,PR,Browsing: Literature; Browsing: Fiction
526,Text,2006-01-09,Heart of Darkness,en,"Conrad, Joseph, 1857-1924",Africa -- Fiction; Europeans -- Africa -- Fiction; Trading posts -- Fiction; Degeneration -- Fiction; Imperialism -- Fiction; Psychological fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
527,Text,2006-01-09,The End of the Tether,en,"Conrad, Joseph, 1857-1924",Ship captains -- Fiction; Fathers and daughters -- Fiction; Seafaring life -- Fiction; Older men -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
528,Text,2006-03-18,"Joe the Hotel Boy; Or, Winning out by Pluck",en,"Alger, Horatio, Jr., 1832-1899","Swindlers and swindling -- Fiction; Conduct of life -- Fiction; Pennsylvania -- History -- 19th century -- Fiction; Hotels, motels, etc. -- Fiction",PZ; PS,Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: History - American; Browsing: Fiction
529,Text,1996-05-01,Knights of Art: Stories of the Italian Painters,en,"Steedman, Amy",Painters -- Italy; Art -- Juvenile literature,ND,Biographies; Browsing: Art & Photography; Browsing: Biographies; Browsing: Children & Young Adult Reading
530,Text,2006-01-21,"Driven from Home; Or, Carl Crawford's Experience",en,"Alger, Horatio, Jr., 1832-1899",Didactic fiction; Conduct of life -- Juvenile fiction; New York (N.Y.) -- Juvenile fiction; Runaway teenagers -- Juvenile fiction,PZ; PS,Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: Fiction
531,Text,1996-05-01,The Gaming Table: Its Votaries and Victims. Volume 2 (of 2),en,"Steinmetz, Andrew, 1816-1877",Gambling,GV; HV,Browsing: Culture/Civilization/Society; Browsing: Other
532,Text,1996-05-01,At the Foot of the Rainbow,en,"Stratton-Porter, Gene, 1863-1924",Didactic fiction; Indiana -- Fiction; Friendship -- Fiction; Farm life -- Fiction; Interpersonal relations -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
533,Text,1996-05-01,The Song of the Cardinal,en,"Stratton-Porter, Gene, 1863-1924",Birds; Nature study; Cardinals (Birds),QL; PS,Animals-Wild-Birds; Browsing: Nature/Gardening/Animals; Browsing: Science - General
534,Text,1996-05-01,An inland voyage,en,"Stevenson, Robert Louis, 1850-1894; Crane, Walter, 1845-1915 [Illustrator]","France -- Description and travel; Stevenson, Robert Louis, 1850-1894 -- Travel -- France; Scots -- France -- History -- 19th century",PR,Browsing: Literature; Browsing: Travel & Geography
535,Text,1996-05-01,Travels with a donkey in the Cevennes,en,"Stevenson, Robert Louis, 1850-1894; Crane, Walter, 1845-1915 [Illustrator]","Cévennes Mountains (France) -- Description and travel; Authors, Scottish -- 19th century -- Biography; Stevenson, Robert Louis, 1850-1894 -- Travel -- France -- Cévennes Mountains",PR,Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: Travel & Geography
536,Text,1996-05-01,A Footnote to History: Eight Years of Trouble in Samoa,en,"Stevenson, Robert Louis, 1850-1894",Samoan Islands -- History,DU,Browsing: History - European; Browsing: History - General
537,Text,1996-05-01,Tales of Terror and Mystery,en,"Doyle, Arthur Conan, 1859-1930","Horror tales, English; Detective and mystery stories, English",PR,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
538,Text,1996-05-01,Jean of the Lazy A,en,"Bower, B. M., 1871-1940",Western stories; Ranch life -- Fiction,PS,Western; Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Fiction
539,Text,1996-05-01,A. W. Kinglake: A Biographical and Literary Study,en,"Tuckwell, William, 1829-1919","Kinglake, Alexander William, 1809-1891",PR,Biographies; Browsing: Biographies; Browsing: Literature
540,Text,1996-05-01,The Red Fairy Book,en,"Lang, Andrew, 1844-1912 [Editor]",Fairy tales; Folklore,PZ,Children's Literature; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Literature
541,Text,1996-05-01,The Age of Innocence,en,"Wharton, Edith, 1862-1937",New York (N.Y.) -- Fiction; Love stories; Domestic fiction; Married people -- Fiction; Triangles (Interpersonal relations) -- Fiction; Separated people -- Fiction; Upper class -- Fiction,PS,"Movie Books; Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction"
542,Text,1996-05-01,The Life of Me: An Autobiography,en,"Johnson, Clarence Edgar, 1906-1994","Johnson, Clarence Edgar, 1906-1994; Johnson family; Fisher County (Tex.) -- History; Fisher County (Tex.) -- Biography",CT; F350.5,Biographies; Browsing: Biographies; Browsing: History - American
543,Text,2006-01-21,Main Street,en,"Lewis, Sinclair, 1885-1951",Satire; City and town life -- Fiction; Domestic fiction; Married women -- Fiction; Minnesota -- Fiction; Physicians' spouses -- Fiction; Women college graduates -- Fiction,PS,"Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction"
544,Text,1996-05-01,Anne's House of Dreams,en,"Montgomery, L. M. (Lucy Maud), 1874-1942","Orphans -- Fiction; Young women -- Fiction; Friendship -- Fiction; Marriage -- Fiction; Country life -- Prince Edward Island -- Fiction; Prince Edward Island -- History -- 20th century -- Fiction; Canada -- History -- 1867-1914 -- Fiction; Shirley, Anne (Fictitious character) -- Fiction",PZ,Canada; Children's Literature; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Fiction
545,Text,1996-06-01,At the Earth's Core,en,"Burroughs, Edgar Rice, 1875-1950",Science fiction; Fantasy fiction; Adventure stories; Earth (Planet) -- Core -- Fiction,PS,Science Fiction; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
546,Text,1996-06-01,Under the Andes,en,"Stout, Rex, 1886-1975",Adventure stories; Brothers -- Fiction; Incas -- Fiction; Andes -- Fiction,PS,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction
547,Text,2008-07-02,Baron Trigault's Vengeance,en,"Gaboriau, Emile, 1832-1873",Fiction; Detective and mystery stories,PQ,Detective Fiction; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
548,Text,1996-06-01,"Project Trinity, 1945-1946",en,"Maag, Carl R.; Rohrer, Steve",Nuclear weapons -- Testing; Atomic bomb -- New Mexico -- Testing; Radioactive fallout -- New Mexico,QC; U,World War II; Browsing: History - Warfare; Browsing: Science - General
549,Text,1996-06-01,The Underdogs: A Novel of the Mexican Revolution,en,"Azuela, Mariano, 1873-1952; Munguía, E. (Enrique), 1903- [Translator]","Mexico -- History -- Revolution, 1910-1920 -- Fiction",PQ,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Fiction
550,Text,1996-06-01,Silas Marner,en,"Eliot, George, 1819-1880",England -- Fiction; Domestic fiction; Fathers and daughters -- Fiction; Adopted children -- Fiction; Foundlings -- Fiction; Weavers -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
551,Text,1996-06-01,The Land That Time Forgot,en,"Burroughs, Edgar Rice, 1875-1950",Science fiction; Prehistoric peoples -- Fiction; Dinosaurs -- Fiction; Lost continents -- Fiction,PS,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
552,Text,1996-06-01,The People That Time Forgot,en,"Burroughs, Edgar Rice, 1875-1950",Science fiction; Lost continents -- Fiction,PS,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
553,Text,1996-06-01,Out of Time's Abyss,en,"Burroughs, Edgar Rice, 1875-1950",Science fiction,PS,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy
554,Text,1996-06-01,The Contrast,en,"Tyler, Royall, 1757-1826; McKee, Thomas Jefferson, 1840-1899 [Author of introduction, etc.]",Comedy plays; American drama (Comedy),PS,Browsing: Literature; Browsing: Performing Arts/Film; Browsing: Fiction
555,Text,1996-06-01,The Unbearable Bassington,en,"Saki, 1870-1916",Manners and customs -- Fiction,PR,Best Books Ever Listings; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
556,Text,1996-06-01,Rewards and Fairies,en,"Kipling, Rudyard, 1865-1936","Fantasy literature; Fairies -- Juvenile fiction; Siblings -- Juvenile fiction; Short stories, English",PR; PZ,Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
